rating_value,rating_title,atuthor_name,rating_time,Value_1,Technology,Interior,Exterior_Design,Build_Quality,Reliability,Safety,Performance,Comfort,Value_2,Fun_To_Drive,reviews,pros,cons
1,The car is junk.,Joe S ,06/28/2009,,,1,1,1,1,,1,1,1,1,"After 9,000 miles, I'm embarrassed to take people in the car.  There's a new rattle every day - the doors, the dash, you name it.  It's worse than the 1980's GM cars.  The car restarts itself - people really laugh at me when that happens.  The nav sends me into lakes.  The transmission clunks.  The engine stalls pulling out into traffic, which is terrifying.  You can't stand to sit in it for more than 30 minutes.  It vibrates.  In cold weather, it clears one side of the wind shield and freezes the other.  The rear defroster does nothing.  The list is endless. I'm a real customer and not a shill that's why you're getting the real truth from me.",Nothing,Test the car for more that 10 miles before trying to sell it.
4.875,It is a pleasure to drive this car,Gurmeet ,06/28/2009,,,5,5,5,5,,5,5,4,5,"We bought this as a second car to our first one being MB GL550 and I have to tell you from interior and performance perspective it is comparable but from technology perspective this car is years  ahead of MB.   Ride is great, acceleration is awesome - mixed freeway, in-town driving is giving us 18.5-19.5 mpg with only 450 miles on it so far","1. Technology - bluetooth, navigation 2. Comfort feature - where when you turn the car off, seats move back and steering wheel moves us but then when you start it comes back to the last position 3. While reversing, the lines it shows which help you guide through the surrounding is simply great",1 Would have liked an option to switch between comfort and sports ride as right now it only gives you sports ride 2. Ability to sync phone book between phone and the car
5,Absolutely outstanding,Humphrey ,06/26/2009,,,5,5,5,5,,5,5,5,5,"I have bought this car two weeks ago as my substitute for my old BMW 525. Genesis is really excellent car. It is really smooth and luxurious.As long as I know, there are no comparable cars in this segment in terms of cost- benefit analysis.  ",excellent looks with spacious inside. good gas mileage.,"If Hyundai put the genesis logo on the car, they can get as much as 10% higher price."
4.75,"Love, Love My Genesis",Happy Granny ,06/24/2009,,,4,5,4,5,,5,5,5,5,I love driving this car!  We purchased the 3.8 with the tech package & tinted windows. It got great mileage on a recent trip.  Enjoy the quiet ride.  Definitely a luxury vehicle. ,"The great sound system, rear window screen and backup camera.  The seat cooling system has been pretty nice in hot weather!","There is not enough easily accessible room in the dash area for items such as coins, notes, keys, whatever.  I agree, a fold down back seat would be nice.  About all that would fit in that little opening in the trunk is a fishing pole!"
4.875,Best Kept Secret,Best Kept Secret  ,06/20/2009,,,5,5,5,5,,5,5,4,5,"The Genesis 3.8 V6 is the Best Kept Secret in the luxury car lane ... but undoubtedly not for long!  Leased my new black, premium-plus pkg Genesis about 3 weeks ago after my usual exhaustive, but comprehensive research.  Every aspect of the car's looks and performance has met or exceeded my expectations; in short, this is honestly not another car on the road I would covet over my Genesis!  The power train is silky smooth, tons of acceleration power on demand, smooth transmission with super-powerful, turbo- level boost in manual shift mode when entering onto highway ramp or pulling out into fast oncoming traffic.   Lines of the car are the envy of every co-worker and valet who's seen it","Mysteriously elegant lines (what IS that car other drivers actually say), smooth performance, luxurious interior, spectacular Lexicon sound system; and the value-based pricing for it all!","Maybe rear seat fold-down option would be useful, but trunk is huge so not an issue for us.  May be trivial, but how about a rubberized 'tray' like storage for coins and such?  Sunglass holder?"
4.875,We love it!!!,wbarnes ,06/19/2009,,,5,5,5,5,,5,5,4,5,"We have been looking at the Genesis since they were first announced here in the US.  Always thought they were a great car for a wonderful price.  Well the deal we got last week was just super, and we could not be happier with our new vehicle.  Acceleration is super, really puts you back in your seat.  The handling is spot on, very tight in the turn and you have a great feel of the road.  Best of all we love all the gadgets.  We got the tech package and it is worth every penny.  The sound system is unmatched and the driver's information system is as good as I've ever seen.  Lexis, BMW, and Benz need to really be worried.  Same quality and service for 2/3 the price.",V8 and tech package.  The fit and finish is really top quality,
5,It's For Real,Douglas ,06/14/2009,,,5,5,5,5,,5,5,5,5,"After reading Edmund's reviews and spec's, I dug deeper into consumer ratings and overall satisfaction.  I owned a Toyota Avalon and planned to go back to the Avalon.  The features and amenities on the Genesis are just too many to list. The dealership owned both Toyota and Hyundai and put both cars side by side - Clearly the Genesis came out  on top.  ",Style - Amenities - The T4 package.  Have them put the Genesis logo on the hood and trunk.  The gas mileage jumps up by keeping it at 65.  Really enjoy Air Conditioned driver's seat. The 17 speaker sound system is super.  The people stopping you to comment on the looks of that car.,Make Genesis Dealerships - not Hyundai.  The sales staff are not use to having luxury autos and do not try to sell up to Genesis.  Air condition the passenger seat.  Reclining rear seats. 
5,4.6 is very good,jeff ,06/09/2009,,,5,5,5,5,,5,5,5,5,"Just picked up 4.6 w/ tech pack.  We were also considering BMW 550 and MB E500 and have owned two new 530's and Lexus LS.  BMW's are great cars but expensive to maintain and repair out of warranty.  Drove the 3.8 and was impressed w/ quality and drive. The 4.6 is the ticket though, smooth V8, powerful, great stereo.  I would swear this was Lexus if this car were un- badged only because the seats feel more Lexus'ee than German.  Hyundai, very well done!","V8, ride quality, sound system.",Cooled passenger seat. 
5,A Real Sweet Car,Tom from LI ,06/08/2009,,,5,5,5,5,,5,5,5,5,"Got my 3.8 on 5/22 - and just returned from a 1,800 mile trip to S.C.  Despite getting into some horrendous traffic jams - the car still delivered over 25 mpg!  Ride is quite smooth - but not perfect - especially on rough roads.  Beautiful and comfortable interior.  Whisper-quiet engine with lots of power. (Can't understand why anyone would want the 8 cly.)  I did not order the tech package, but bought a Garmin instead.  Unless you need frequent directions - this is the way to go.  My bluetooth cannot read my voice commands!  Will make an appointment with dealer to fix.","Power, Quiet interior, Lots of room",Blue Tooth should be able to 'read' phonebook!  Cruise should be able to be turned on permanently!  Center screen easily washed out in sunlight.
4.875,Hard to beat,Beemerdude ,05/27/2009,,,5,5,5,5,,5,5,4,5,"purchased the Genesis 4.6 with Tech package for my wife as a replacement for her Acura RL. While lacking snob appeal, Hyundai's execution on this vehicle is impeccable. After 2 months, she is extremely happy. the car is a pleasure to drive. extremely well appointed. great performance. so impressed with this car are we that I've purchase a 3.8 liter coupe. while not as much car as a G37, at 15k less I'm very happy with the coupe as well.",,
5,2009 Hyundai Genesis Experience,Happy Car Owner ,05/24/2009,,,5,5,5,5,,5,5,5,5,I'm so glad that I bought this car. I planned to buy a Lexus but I decided to buy this car after researching about this car.  I'm so glad that I made the right decision and I like my Genesis very much.  This car performs just like the article in the February 2009 Consumer Report issue decribed.,"The list is too long, but I like the response of the car, the brake, the interior and the ride is comfortable and quiet.",I do not know should I suggest folding down backseat? I may not need this feature since this is my pleasure car to drive and not to haul stuff!
